성우의 대해서 많이 찾아보고 성우님들을 보거나 안소연 성우님의 책을 읽어보면서 성우 공부를 해왔습니다,4
사실 전문적으로 글을 배워 본 적도 없고 지역적 여건으로 글을 배울 수 있는 기회도 적어요,4
갈 때마다 그 나라에 유명하고 잘 알려진 건축물들을 볼 수 있게 되었고 그걸보며 건축가라는 꿈을 키웠습니다,4
제가 자전거가게에서 자전거를 사람들이 고치러오면은 몇분만에 뚝딱 고치면은 몇만원을 버는게 너무 부러워서 제가 이 꿈을 가지게되었습니다 하지만 어떻게 배워나가야할지 잘 모르겠습니다,4
근데 이 꿈에는 왠지 모르게 확신이 없습니다,4
최근들어 부모님이 너가 좋아하는 하고 싶은 직업을 선택하라는 말씀에 의대를 최우선으로 두고 이후에는 화학공학이나 생명공학을 생각하고 있습니다 하지만 고2 1학기때 받은 성적은 의대는 꿈도 못꾸는 점수였습니다,5
2학년 선택과목을 선택 해야하는데 영상편집 관련 학과를 생각중이여서 무슨 과목을 골라야 할지 모르겠습니다,5
갑작스럽게 영화과를 희망하게 되서 진로를 바꾸었는데 저는 이번년도 부터 시행하는 탐구 과목 선택에서 1학기 2학기 과목 모두 과학탐구로 선택했어요 저희 학교는 1 2학기 각각 탐구과목을 2개씩 선택하고 물리 지학 화학 생물학 선택했습니다 그럼 대학을 갈 때 사회탐구 성적은 어떻게 보는건가요,5
그렇다고 저의 내신 성적이 많이 좋은 것도 아니라 자신있게 교과전형을 하기에는 너무나 큰 부담이라 너무 고민됩니다 1 2학년 때부터라도 생기부를 간호쪽으로 쓴다,5
그래서 다른 친구들보다 성적도 엄청나게 떨어지고 있는데 성인때는 이 운동생활을 그만하고 대학을 다니면서 여러가지를 배워보고 싶습니다,5
제가 기타로 버클리 음대를 가고 싶은데 갈 수 있을까요,5
제가 성적도 그렇게 좋은 편은 아니고 56등급정도에요 이 성적으로 치위생학과를 갈 수 있을까요,5
대학을 갈지 공기업을 갈지 중소기업을 갈지 고민중인데솔직히 대학 가보고 싶습니다,5
결론은 제 고민은 그냥 계속 경영을 진로로 문과를 가는게 좋은지 아니면 이과로 갈지 입니다,5
저는 요즘 실용음악보컬로 가고 싶어서 항상 열심히 준비하고 있는 중 입니다,5
그러니 정리하면 11학년 1학기를 망친 상태에서 수학 교육과를 갈 수 있을까요 2소위 말하는 작은 대학교라도요 3그능하다면 제가 2학기부터 최소 몇 퍼센트 몇 등급 안에 들어야 할까요 4그 외에도 제가 신경써야 할 부분생기부 특정 과목이 있을까요,5
고등학교 첫 시험 이후로 공부에 슬럼프도 온 거 같은데 어떻게 하면 다시 마음다짐을 하고 다시 공부를 잘 할수 있는지 궁금합니다 1학년 성적은 완전히 망해버린 저 치대 갈 수 있을까요,5
대충 정리하자면 저는 제 관심분야 중에 그나마 취직이 잘 된다는 곳을 찾은 것이고 간호학과를 가자니 아이들 한정으로 제 노력과 모든 것들을 쏟고 싶어요,5
천문 올림피아드를 하며 제가 정말 천문을 더 깊이 공부하고 싶다는 느낌이 들었고 이와 관련된 여러 노력을 통해 서울대연대 수시 1차를 합격하여 면접까지 보고 왔습니다,5
공부라는 걸 제대로 해본 적도 없고 내신도 이미 망해서 의사가 될 거라면 무조건 수능으로 가야하는데 무서워요  이제는 진짜 마음을 정해야하는데 문과에서는 딱히 막 하고싶은 일이 없어요,5
2 호텔 쪽에 한 평생 종사할 생각을 하니 그것또한 좀 아닌것같고 중간에 안맞는다면 퇴사할 수도 있는데 더 먼 미래를 위해 대학을 가는게 나을까요,5
그 시간에 다른 친구들은 공부 더 해서 등급 올리고 있는데 밑바닥만 깔고 있으니까 혼자 동떨어진 기분  공부를 진짜 맘 잡고 연습이랑 같이 열심히 하려고 하는데  대학교에 예술쪽 학과는 제가 아는게 거의 없더라구요  혼자 틀어박혀서 돈을 버는게 아닌  사람들과 어울리며 웃을수 있는 진로를 원하는데  어떻게 해야 할까요 ,5
아직 진로에 대해서 확실하게 정하진 않았지만 심리학에 관심이 있어서 부산대학교 심리학과를 갈 생각입니다,5
저 수능은 피하고 싶은데 1학기 성적 망쳤는데 가능할까요 의대,5
제가 백석문화대학교 유아교육과로 가려고하는데지금 300명중에 300등 거의 꼴찌인데 전교 몇등해야 가능한가요,5
또 정신건강의학과에 대한 다른 치료 직업이나 봉사 직업을 다양하게 많이 알려주셨으면 좋겠습니다,5
심리학은 사회과학이 융합된 학문이고 대학은 교차지원도 가능하니 괜찮다고 생각했지만 저 말을 들으니 정말 이 진로를 해도 되는지 불안하고 진로를 바꿔야하나 라는 생각도 듭니다 그리고 저를 오래 본 학원선생님께선 심리상담사는 너에게 어려울 것 같다 연구 파트가 더 어울릴 것 같다며 다시한번 진로를 고민해봐라고 조언해 주셨습니다,5
제가 찾아보니 의류학과가 비실기로 갈 수 있다는데 어떻게 갈 수 있나요,5
문과에서 간호학과가 가고 싶은데 이 성적으로 갈 수 있을지도 모르겠고 대학을 가더라도 4년제는 가야,5
등급은 어느등급정도면 시각 디자인학과에 무사히 갈 수 있을까요,5
만약 안된다면 어떤 방법으로 물리치료학과를 갈 수 있을까요,5
그래서 대학교를 건축과를 갈수있는지 궁금해요 ,5
제 목표가 철도과에 가는것인데 제 커트라인으로 갈수있을까 궁금합니다,5
제가 교육대학교를 갈 수 있을까요,5
이 학과로 갈 수 있는 직업은 어떤 것들이 있는지 궁금합니다,5
저는 항공 운항학과를 가고싶은데 성적이 안되는것 같아요,5
저는 고1 인문계 학교를 다니는 학생인데 제가 꿈을 제과제빵쪽으로 가고 싶어서 제과제빵과가 있는 학교로 가고싶은데 방법이 있을까요,5
대학은 학종으로 갈 생각입니다,5
의대를 가고 싶은 중 3입니다 1 전남외고에서 의대는 못가나요,5
제가 정말 가고싶은 대학은 연세대 정치외교학과입니다,5
지금 제가 생각하고 있는 학과는 건축공학과 입니다,5
그래서 이쪽으로 가려면 계명대 문예창작학과를 생각 중인데 문예창작학과가 광고나 소설이나 이런 쪽으로도 관련이 있으니까 졸업하면 선택의 폭이 넒을 것 같아서 일단 이렇게 생각 중이에요,5
항공정비과를 갈려고 찾아보았는데 갈만한곳은 3군데 정도더라고요 저희 집에서 수도권이 아니면 대학을 못 보낸다 해서 그래서 혹시 항공정비학과 말고 기계과나 이런쪽으로 학과를 정해서 갈 수 있을지,5
진로가 영상 쪽이니  아 나는 공부 안해도 되겠지 란 생각을 한 적이 있었는데 영상을 만드는 것을 배우려면 어느 대학교에 가서 방송미디어 학과나 영상제작 관련 학과를 가야한다 들었습니다,5
며칠동안 4년제 일반대학 중 제과제빵과는 존재하지 않기에 호텔조리과 디저트 쪽의 학과가 있는 대학을 검색해보았더니 서울 쪽에 있는 대학은 경희대 정도 뿐이더라고요,5
학원에서화학관련 학과와 그 이후 진로를 찾아보니 보통 기업이나 국가기업의 연구원이 많더라고요,5
생명공학과에 관심이 좀 있는데 이 과로 가면 진로가 다양하게 되나요,5
저는 서울권 또는 경기도권 시각디자인과를 희망하고 있는 고2 학생입니다,5
대구대학교 유아교육과 진학을 희망하고 있는 고등학교 1학년 학생입니다,5
제가 전공하는건 시스템전자 전기전자 과 입니다,5
체육교육학과 진학을 희망하고 있는 2학년 학생입니다,5
컴퓨터 공학과 진학이 목표인 고2 학생입니다,5
수의학과에 들어가기 위해선 영어 성적이 높아야 한다고 들었는데 제가 영어학원을 다니지 않고 집에서 공부를 하거든요,5
현재 경찰대학교를 희망하고 있는 고등학교 1학년입니다,5
저는 대학교에서 금속공예나 조각 도자기를 전공하고 싶은 중학교 3학년 학생입니다,5
최근 인터넷으로 찾아보니 관련학과가 체육학과 또는 물리치료학과를 나와야한다고 들었어요,5
제 후 대학에 공학자연과학계에 가고 싶은데공학계에서는 게임공학반도체공학 자연과학계는 신소재 과학으로 가고 싶은데 이 3개의 학과가 유명항 대학고등학교가 어디인지 궁금합니다,5
제가 디자인과 컬러리스트과 색채디자인과 문예창작과 중에서 어느 학과를 가는 게 좋을까요,5
Q2 여러가지 디자인 학과들이 그중에 BM이 배우면 좋은 디자인 학과가 있나요,5
또한 그쪽으로 나가려면 어느대학교 어느 학과로 들어가야하는지 모르겠습니다,5
실제로 교육학과와 교육학과를 제외한 공학과 같은 다른 학과 중 어느 학과가 더 전망이 좋은지 여쭈어 보고싶습니다,5
어떤 학과로 들어가야 컴퓨터 쪽으로 직업을 가질 수 있을까요,5
말 그대로 it나 컴퓨터관련 계열학과중에 문과가 갈 수 있는 학과 알려주세요,5
이제 3학년에 올라가는 상황이라 응급구조학과에 가려면 세특도 어느정도 그쪽으로 적어놔야하고 그런데 너무 갑작스럽게 바꾸는 느낌이 들어서 대학교에서 저를 뽑아줄까 고민도 되구요,5
이제 중3 2학기라서 걱정 되는 것도 있고 대학교는 어디갈지 어느 학과를 갈지 미리 정해놔야 고등학생때 편할 것 같아서요,5
이제 2학년 2학기부터라도 물리치료 관련으로 생기부를 채우면 종합으로 대학교를 갈 수 있을까요,5
대학교 중 에서 보육과 관련 된 학교 어떤학교들이 있을까요,5
비슷한 제약학과나 관련학과도 생각해보고 있습니다,5
또 그에 맞는 대학교 학과도 알고 싶습니다,5
건축학과에 대해 알고 싶어요,5
그리고 이공계열 학과 중 전망이 좋은 학과들에 대해서도 알고 싶습니다,5
그러나 이번 커리어넷을 통해 제가 알고 있는 학과보다 더 많은 학과가 있다는 것을 알게되었습니다,5
그래서 자연스레 약학대학에 대해서도 알아보고 있는데요,5
아직도 가고싶은 학과가 정해지지 않아서 고민이 많습니다 ,5
저에게는 어떤 학과가 적절할까요,5
5 어떤 학과가 있나요,5
국민대 의상학과 비실기로 어떻게 가는지 알고싶습니다,5
과연 어떤 학과에 가야지,5
또한 대학에 가서 어떤 학과를 골라야하는지도 모르겠습니다,5
그러면 무슨학과와 어떤 대학교가 적합할지 궁금하네요 ,5
근데 환경공학과가 취업률이 많이 안 좋다,5
제 마음이 원하는건 수의예과나 의대인데 저는 그 6년을 버틸 자신도 없고 수능 성적을 만들어낼 자신도 없습니다,5
고등학교 1학년때부터 인문계 고등학교를 다닌게 아니고  고등학교 1학년때는 예술고등학교에 다니다가  제가 생각했던 예술고와는 거리가 너무 멀어서 당황 했었어요  시간도 아깝고  제 생각엔 학교에서 배우는 양   질 에 비해 수업료가 너무 비싸다고 생각이 들어 고민고민하다가 올해 4월에 예술고에서 인문계로 전학을 결정하고  현재 인문계를 다니는 중입니다,5
이제 이번년도 말이면 고등학교 입시원서를 쓸 텐데요,5
어디든 상관없는데 경북쪽이면 좋지만,5
사관대중에서도 육군사관학교를 가고싶습니다,5
혹시 가내신 151에 이천 다산고 갈수있을까요,5
그리고 제가 과고를 가고싶거든요,5
영어도요 그리고 대학교는 어딜가야하나요,5
저는 4년제를 가고싶어요,5
개인적으로 사상과 윤리등 문과쪽의 사회 인문계 쪽이 좋습니다,5
물론 대학 입시에서 국어 영어도 중요하지만 저의 진로는 공학 계열이나 과학 계열로 추천해주시면 감사하겠습니다,5
근데 사회학이 통계를 많이 한다고 하더라고요,5
위에 3가지 조건을 합치면 그래도 생물학과 천문학 중 어떤 것이 더 나은가요,5
수의학과 진학을 위해서 어떤 학교활동이 중요하고 어떤 과목이 중요한지 등 수의학과 관련 다양한 정보들을 알고 싶다,5
유일하게 의대를 생각하고 있기는 한데,5
이제 중3 이라서 고등학교를 정해야 하는데 제가 공부를 못해서 특성화고를 갈려고하거든요,5
제가 재학중인 학교 선배들 중 한국인이라하면 다 연세대와 고려대로 빠지길래 저도 그렇게 하고 싶은 바람입니다,5
현재 비평준화 고등학교에 지원 할 예정인데 이걸 마다하고 예술고등학교에 진학할 용기도 부족합니다,5
힘들어서 이쪽 일 악몽도 요즘따라 자주 꿔요미디어 출판학과 미디어 콘텐츠과 미디어 정보과 출판학과에 가려면 어떤 준비가 필요한지 포토폴리오 실제 결과물 등  어느정도의 등급이 필요한지관련 학교나 학과를 더 쉽게 찾을 수 있는 방법은 무엇인지불안감을 어떻게 하면 해소할 수 있을지 도움을 받고 싶어요,5
이런 상황에서 제가 궁금한 것은위의 세 개 대학 중에서 대학의 인지도나 미래에 취업 등을 생각했을 때 가장 좋은 선택이 될 수 있는 대학이 어디인가요,5
그런 고등학교가 없다면 어떻게 하면 서울 쪽으로 대학을 갈 수 있는지도 알려 주시면 감사할 것 같아요,5
컴퓨터과로 가고 싶은데 무슨 직업이 있는지 잘 모르겠어요,5
물리치료학과라는 것에대해 질문들이 많이 생겨서 이렇게 상담을 신청하게 되었습니당 1전문대와 일반대 중에 전문대는 별로 취급을 못받는다고 많이 들어서 그렇게 많이 심하지에대해 궁금합니다,5
저는 동물들에 대한 지식을 더욱 더 키우고 싶지만 방법을 잘모르겠습니다,5
그래도 의학과 쪽으로 공부를 해보고 싶은데 사람들에게 도움을 줄 수 있는 직업들이 뭐가 있을까요,5
제가 중학교에 다니는 중인데 고등학교를 어디갈지 고민됩니다 공부는 좀 하고 운동을 잘하는 편인데 어디로 가는게 좋을까요,5
그리고 식품공학과 가려면 내신은 적어도 어느정도 가 되야하는지도 궁금하고요 제가 1학년때 독서 나 수행평가 에 진로 희망을 전 꿈으로 적어놨는데 식공으로 돌려놓으려면 어떡해 해야하는지 도 알려주세요,5
그래서 앞으로 1년 동안 영어를 열심히해서 외고를 갈지자신감은 없습니다 일반고를 갈지별로 가고 싶은 곳이 없습니다 미술과를 갈지 고민이 계속됩니다,5
저는 성적이 그다지 우수하지도 않고 꿈인 배우로써 연기에 자질이있거나 특출난 외모를 가지지도 않았습니다 하지만 간절하게 원하고있고 또 위험을 감수하게 될 것같아서 진학에 관해 희망학과가 이공계열입니다,5
요약 1 가정의학과와 소아청소년과중 어디가 더 좋을까요좀더 쉬운 쪽은 어디인가여 2 고등학교와는 별개로 제가 따로 알고 있으면 좋은 상식들이 있을까요요즘 의학용어에 관심이 많기는 해요 3 어떤 고등학교를 가면 의사가 되는데 도움이 될까요벌써 다들 원서접수하더라구요대학까지도 좀 알려주세요 4 중학교 3학년 학생이 할만한 의학동아리는 뭐가 있을까요나중 있을 면접에서 잘 활용하고 싶어요,5
때문에 초등학교 때 제가 희망하던 대학 학과는 만화창작애니메이션 과였지만 주변에 관련 학원도 없었고 디자인 입시학원 선생님이 만창과는 취업이 잘안된다 비전이 좋지 않다,5
현재 체육교육과를 가기 위해 어떤 노력들을 해야될지 잘 모르겠어요,5
의사가 될수 있다면 정말 좋겠지만 보건 의학 계열쪽에서 될수 있는 직업들 알려주세요,5
그러던 중 고1때 생명과학에 좋은 성적을 받고 흥미가 생겼습니다,5
그리고 고1에 4등급 중반 나오면 진짜로 충북 경희대 천문학과를 못들어 가는지도 알려주세요 ,5
아직 검정고시 시험을 치루지 않아서 성적을 알수는없지만 현재상태로 재가 갈수있는 시각디자인과 가 있는 대학교중 어디어디가 좋고 알아주는지 그리고 현재 상태로 그중에서 어디를 갈수있을지해대해 궁금하여 상담신청해봅니다,5
저는 이번에 고등학교를 들어가는데요 학교 선생님과 상담해보고 여러 가지 알아보니까요 의예과 문턱이 굉장히 높고 좁은 것을 알게 되었어요,5
9 거창고와 대구일과고 둘 중 어느 곳이 면학 분위기가 좋게 잘 형성되어있는지 각 학교의 면학분위기의 특성이 어떠한지 알고 싶습니다,5
1 일본어쪽 진로를 희망 하는데 일본 대학에 입학 하고 싶기도 하고 안된다면 한국 대학교에 입학하고 대학교에서 유학을 가는 방향이 있는지 알고 싶어요  있다면 어느 대학을 가야하는지2 일본어학과를 졸업하면 어떤 직업을 가질 수 있는지 알고 싶어요  되도록 이면 일본에 가서 취업 하거나 일본에 자주 갈 수있는 직업이 좋아요3 학교 성적이 평균6등급 정도로 엄청 낮은데 굳이 한국 대학교 일본어과를 가서 졸업하는게 나을까요 아니면 EJU시험을 보고 토플 시험을 봐서 일본 대학교를 가는게 나을까요4 일본에 갈 수 있을 만한 대학교가 어디가 있을까요,5
스마트 팜 학과에 진학하고 싶은데 교과를 어떻게 선택해야 하나요,5
약학과를 가기위하여 선택해야하는 교과 과목 챙겨야할 비교과 진학 과정 학과가 궁금합니다,5
심리학과에 진학하려면 어떤 노력이 필요할까요,5
저는 외국에서 유학을 하고 있는 16살 학생입니다 외국에서는 고등학생 고1 입니다 서울대 의예과를 목표로 공부를 열심히 하고 있습니다,5
그리고 어느 대학교 어느 과를 가야할까요,5
그러면 특별채용시험을 하려면 저 4개의 대학에 들어가야 하나요 ,5
4한국애니메이션고등학교는 어떻게 해야 갈수 있나요,5
사진학과를 졸업한 후에 취업 하는 과정이 궁금합니다,5
고고학과를 희망하는 학생입니다,5
시험 공부를 하던 중 윤리에 관심이 생겨 진로를 윤리 쪽으로 정할까 고민하던 중에 궁금한 점이 생겨 질문 드립니다1 윤리학과와 윤리교육과의 차이점이 무엇인가요2 선택과목은 무엇을 선택하는 것이 좋을까요3 윤리학과를 선택하게 된다면 학과와 관련된 직업에는 어떤 것이 있나요,5
그래서 관련 대학을 가면 이 분야를 재미있어하고 좋아하는 애들보다 뒤처지고 힘들어할까봐 걱정이 돼요,5
원하는 학과는 없고 이공계열 쪽으로만 생각하고 있어 일단 포괄적인 학과인 수학과에 지원하려 하는데 여러모로 걱정이 많습니다,5
저는 평소에 선생님이라는 직업을 하고 싶었습니다 하지만 요즘따라 경영학과나 공학과에 조금 더 관심이 가기 시작했습니다,5
요즘은 제가 학교에서 임원으로 있는 역사 동아리 활동 덕에 역사 교육학과에 진학하여 직업을 그 쪽으로 갈까라는 고민을 하고 있는데요,5
가장 중요한건 이학과들의 관련직업을 다 둘러본결과 전부 제 마음에 와닿는 직업이 없었다는 겁니다,5
저는 고등학교 1학년 때부터 약대에 들어가고 싶어했어요 고3이 되니까 입시에 관한 걱정이 부쩍 많이 생겨서 이렇게 상담을 신청하게 되었습니다,5
3성적이 되기에 외고로 진학하려고 하는데 대학 들어가기에 괜찮겠죠,5
문헌 정보 학과를 희망하고 있는데 앞으로 무슨 활동을 하면 좋을까요,5
국제고 진학을 포기하고 그냥 조금 안좋은 일반고로 진학해서 기술을 배우는 것이 나을까요,5
제가 백석문화대학교 유아교육과로 가려고하는데지금 300명중에 300등 거의 꼴찌인데 전교 몇등해야 가능한가요,5
또 신경세포 연구를 하려면 어느 과로 가야하나요 ,5
아니면 고문학 문헌학 그런 걸 알아봐야 하나요,5
그 중에서 제가 제일 가고 싶은 학교가 있었는데 거기는 면접을 영어로 보는 학과에요 글로벌제과제빵이라는 과인데,5
그래서 한국애니메이션고등학교에 전학가고 싶은데 어떻게 방법이없을까요,5
대학을 가고 군대를 다녀온후 해외로 유학을 가서 해외 대학에 들어가 더 깊이 진로에대해 공부하고 싶어요,5
집안이 엄격하셔서 최대한 경기도에 있는 학교로 가고 싶어요,5
시각디자인과를 가고 싶어졌습니다 하지만 문제는 여기서 끝이 아니였습니다,5
이 세개에 비해 낮은 대학병원이 있는 대학교로 가고 싶은데요,5
처음에는 생물학과에 가고 싶었지만 공부가 뜻대로 않습니다,5
아그리고 저는 외고 와 고려대학교를 가고 싶습니다,5
사실 지금 대학은 컴퓨터 공학과를 생각하고 있는데 컴퓨터 공학과가 조금 성적이 높더라고요,5
그래서 미대에 진학하고 싶어요,5
인천에 살고 있는 저에게 심리학과 관련 된 대학은 인하대의 아동심리학과 뿐인데 아동학과 진로를 쳐 보니 전문 상담교사가 없더라구요,5
그래서 저의 꿈을 이룰 수 있는 학과를 찾아보고자 꽤 오랜 시간 동안 조사를 해보았고 그 결과 제가 가고 싶은 학과와 가장 연관이 깊다고 생각되는 화학과 환경화학과 신소재공학과 화학공학과 이 학과들을 알아냈습니다,5
아직 구체적인 직업은 모르겠지만 그 학과에 관련된 내용을 제가 많이 좋아하는 것 같아요,5
그런데 생명과학과와 생명공학과에 대해 알아보면 취업률이 낮다는 말도 보이고 이 학과에 관련된 직업 종류도 잘 모르겠어서 고민이 됩니다,5
아직까지 꿈이 없어서 좋아하는 운동쪽 관련 학과를 찾아보니 인천대학교 운동건강학부를 보게되었습니다,5
지금까지 진로를 못 찾다가 범죄심리학 심리학을 공부하고 싶다는 생각이 들어 심리학과를 진학하고 싶습니다,5
그래서 대학에서는 물리학을 공부해보고 싶었고 방법을 찾던 중 교차지원이라는 제도에 대해서 알게 되었습니다,5
그러나 처음 정한 진로가 심리학이라 그런지 완전히 다른 쪽으로 돌아서고 싶지는 않고 심리학과 과학분야가 관련된 다른 학문을 알아보고는 있는데 잘 모르겠습니다,5
그런데 제가 최근에 적성검사도 그렇고 좋아하는게 체육이라 사회체육학과에 가고싶게 되었습니다,5
심리학과쪽으로 가고싶지만 지금까지의 항공서비스학과쪽으로 노력한게 물거품이 되고 5년 가까이 꿈꾼 직업을 한순간에 바꿔도 괜찮을까 싶기도 하고 아직 생각해본 직업이 별로 없는데 어떡하죠,5
하지만 최근에야 관심있는 직업이 생겼고 가고 싶은 학과인 기계공학과를 생각하게 되었습니다,5
결론부터 말씀 드리면 제가 4등급 중반에 천문학과를 들어가고 싶은데 천문학은 관련 직업이 많지가 않고 취업률도 그리 높지가 않다고 들어서 천문학을 진로로 선택하기에는 조금 부담이 되서 기상학 쪽 아니면 지구과학에서 천문학쪽으로 갈수 있는 학과를 알려주세요 ,5
이런 부분에서도 유리하지 않을까 싶어서 관련 학과는 영남대 시각디자인과로 생각 중이에요,5
그래서 프로그래밍 관련이란 공부 그런 것에 대해 좀 질문이 있네요,5
주위의 일반고를 가는 것보다는 그곳에 가서 오히려 내신을 잘 받아서 공주대학교 특수 동물 학과로 가고 싶습니다,5
수능으로 갈 생각이라서 연세대는 어렵고 충북대 천문우주 학과를 가고 싶습니다,5
아니면 과학 쪽 학과 중에서 취업이 잘 된다는 학과를 알아보는 것이 좋을까요,5
저의 진로 목표는 물리학과 입니다,5
정말 공부에 찌들려 살아야 하나요저는 그럴자신이 없어요 3청강대 애니메이션스쿨에 대해 관심있어서 알아봤는데요,5
심리학과 관련된 직업이 더 있었던 것 같은데 분야들을 추천받고싶습니다,5
인하대 체육교육과에 가고 싶은 학생입니다,5
저는 디자인 쪽으로 가고 싶은 고 1 학생입니다,5
관련 계열 학과에 진학하기 위해 어떤 점이 필요한지 알고 싶습니다,5
제가 가고 싶은 학과가 아무래도 영화과라 실기도 시나리오를 쓰는 거의 인문계열인데 의과과목을 3개로 몰빵해도 상관없을지 고민됩니다,5
처음에는 보건직 공무원을 꿈꾸고 왔지만 학교에서 간호 실습도 하고 보건 관련 과목들을 배우다 보니 조금씩 흥미가 생겨 현재는 대학을 목표로 잡고 있습니다 하지만 성적이 너무 낮아서 대학교를 갈 수 있을지 모르겠습니다,5
제가 초등학생을 가르치고 싶어서 초등수학교육학과를 가고자 하는데 초등수학교육학과에 관한 정보들도 없고 이과인 저도 이 학과에 갈 수 있는지 궁금합니다,5
대학 학과를 찾다보니 콘텐츠랑 무역을 동시에 배울수 있는 학과가 없는듯 해서요 1 혹시 동시에 배울수 있는 학과가 있는지 알려주세요,5
실기보단 비실기전형쪽의 디자인학과를 가고 싶은데 대학쪽의 비실기전형의 공업디자인학과 순위를 알고 싶고 공옵디자인학과를 나오면 구글 삼성과 같은 국제적 대기업에 입사할 수 있을지 궁금합니다,5
제가 생명과학쪽으로 가고 싶은데 생명과학은 거의 다 연구직인가요,5
예전부터 동물쪽이나 체육쪽으로 관심이 가 꼭 이와 관련된 학과를 가야겠다고 계속 생각이 들었어요,5
수능을 보고 대학을 가려면 어느 대학이 나에게 맞는지 또 어느 학과가 나에게 도움이 될지 궁금합니다,5
대구 쪽 운동관련 저는 보디빌딩피트니스 쪽으로 가고 싶습니다 대학교나 과를 알려주시면 감사할 거 같습니다,5
근데 요즘 사범이나 관장이 아닌 태권도학과를 나와서 다른 쪽으로 가고 싶은 마음이에요,5
고등학교에서 배운걸 이어서 배운다는 생각으로 농업쪽 학과나 다른식물쪽에 관련된 학과를 가는게 좋을것 같지만 역사를 좋아해서 역사학과또한 가고 싶고 요즘엔 갑자기 정치쪽 학과를 가고 싶은 마음도 생겼습니다,5
평균 등급은 5등급인데 그곳에서는 유통에 관한 것을 배우지만 저는 진로를 그런 쪽으로 가는 것보다 드론학과를 가고 싶습니다,5
저는 문이과 통합세대이긴 하지만 그래도 문과쪽으로 갈 예정이라 어렸을때부터 it관련 학과나 컴퓨터 관련 학과를 가고싶었는데 이런 분야는 이과가 좀 더 유리하더라고요 그런데 문과가 갈 수 있는 학과도 있다고 들어서 한번 알아보고 싶습니다,5
실용음악과 쪽으로 고등학교를 가야되는데 가고싶은데성적이 거의 바닥이라 어떻게 어디를 가야될지 모르겠습니다,5
로스쿨에 들어가고 싶은데 어떤 학교의 어떤 학과가 어떤점에서 유리한지,5
만약 어느 대학교도 갈수 있는 성적이 된다면 어떤 대학교를 가는게 제일 좋을까요,5
그래서 제가 여쭤보고 싶은 내용은 제가 과연 어느정도 내신을 받아야 서울대 약대에 진학이 가능할지에요소년이여 야망을 가져라라는 말이 있잖아요,5
제가 해양학과에 가고 싶은데 해양학과가 취업이 잘 안된다는 소리가 있던데 그게 사실인지 궁금하고 해양학과가 좋은 학과인지도 궁금합니다,5
아직 제가 가고 싶어하는 학과를 가기 위한 방법을 모르겠습니다,5
또 유사한 내용을 배우는 학과는 어떤 것이 있나요,5
화학과와 기계공학과에서는 어떤 공부를 하는지 졸업하면 어떤 직업을 가질 수 있는지 등에 대해 궁금합니다,5
진로가 바뀌게 되면서 더 알아보고 주의 깊게 살펴봤는데 항공과를 가기엔 면접이 중요시 되어 면접 준비와 공부를 병행해야될 것 같다는 부담감이 있고 그렇다고 항공과가 아닌 학과를 알아보자니 어디를 가야할지 잘 모르겠습니다,5
학교에서 공부도 나름 잘하는 편이고 목표는 의대에 가는 거에요,5
그런데 최근에 너무 아무것도 찾아보지 않은 채 이 길을 생각 하고 있진 않은지 의문이 들었고  그래서 여러 학교에 과 과목을 찾아보던 와중 방사선학과가 굉장에 눈에 들어 왔습니다,5
그래서 아래의 네 개 학과중 한 학과에 진학하고 싶은데 아직 생2를 배우지 않아서 확신이 서지는 않지만 저는 인체에 대해서 깊게 탐구할 수 있는 학과에 진학하고 싶습니다,5
아직까지는 소아청소년과에 들어가고 싶지만 나중에 가고 싶은 학과가 바뀐다고 해서 중등 고등 공부에는 큰 지장이 없을까요,5
유명한 대학교의 방송 과로 가서 방송국 면접을 준비하는 게 나을까요 아니면 전문대학교에서 경력을 차차 쌓고 취업위주로 교육받는게 좋을까요 ,5
물론 가능하다면 바로 로스쿨에 들어가겠지만 그전에 대학에서도 법에 대한 공부를 충분히 하고 들어가고 싶습니다,5
한때는 진지하게 경찰 쪽으로 갈까라는 생각에 정보도 많이 찾아보고 하다가 점점 관심이 멀어져서 경찰쪽 생각은 안들게 되어서 그런지 흥미도 없어지고 태권도 학과쪽을 목표로 잡고 입시준비를 한다면 그 후에는 어떤 직업을 가져야 하는지 명확한 꿈을 모르겠어요,5
대학교를 가는 것보다 혼자 개발하고 실행하고 그계기로 강의를 하는 사람이 되고싶지만 이 진로가 맞는지도 모르겠고 안정적이지도 않고 학과검사를 하여도 대학이 가고싶지 않아서 어떻게 해야 될지 모르겠습니다,5
최후의 수단으로 아동과 관련된 학과들도 많이 생각을 해본 적이 있는데 제가 좋아하고 관심있는 것과 취업 모두 함께 생각하다보니 지금 이 시기에 이런 고민을 다시 하게 되었어요,5
일단 제가 되고 싶은게 있는데 있는 직업같은게 아니라 학과를 정하는게 힘들단 말이에요,5
미대에 가고 싶었지만 여건상 가지 못 하고 미술치료쪽으로 가려고 하는데 성적이 그렇게 좋은 편이 아니에요,5
공부에 흥미가 없어 요리 쪽으로도 가고 싶지만 요리 쪽으로 간다면 대학을 가는게 좋을지 간다해도 취업은 어떻게 해야할지 걱정입니다,5
선배나 주위애들 말 들어보면 그시간에 학원가는게 나은것같다고 하던데 어떻게 해야할지 모르겠어요,5
